question,answer,steps,n_hops,root,target,split
Every numpus is a brimpus. Every fompus is a lempus. Bob is a gerpus. Every gerpus is a boompus. Every gwompus is a lempus. Every zhorpus is a rorpus. Every zumpus is a fompus. Every gerpus is a hilpus. Every scrompus is a boompus. Every impus is a zumpus. Every rempus is a fompus. Every impus is a terpus. Every gwompus is a timpus. Every rempus is a vumpus. Carol is a yerpus. Bob is a numpus. Every yerpus is a impus. Every impus is a timpus. Bob is a rorpus. Every impus is a brimpus. Every zhorpus is a wumpus. Every gerpus is a zhorpus. Bob is a hilpus. Every sterpus is a zumpus. Every vumpus is a lempus. Every wumpus is a bompus. Every terpus is a vumpus. Every zumpus is a gwompus. Carol is a sterpus. Every sterpus is a tumpus. Every wumpus is a lorpus. Every gerpus is a scrompus. Every sterpus is a yerpus. Every hilpus is a scrompus. Every zumpus is a timpus. Every yerpus is a rempus. Every timpus is a lempus. Is Carol a lempus or rorpus?,Carol is a lempus.,"[""Carol is a yerpus."", ""Every yerpus is a impus."", ""Every impus is a timpus."", ""Every timpus is a lempus.""]",4,0,24,test
Every yimpus is a hilpus. Every quimpus is a yimpus. Every timpus is a vumpus. Every rempus is a kerpus. Every gerpus is a terpus. Every quimpus is a rempus. Eva is a gerpus. Every kerpus is a zhorpus. Every gerpus is a sterpus. Every tumpus is a quimpus. Every tumpus is a rempus. Every grimpus is a gerpus. Every yimpus is a vumpus. Eva is a wumpus. Every tumpus is a worpus. Every gerpus is a rorpus. Every felpus is a rompus. Every terpus is a lorpus. Every quimpus is a bompus. Every rempus is a gwompus. Every quimpus is a felpus. Bob is a tumpus. Eva is a sterpus. Bob is a bompus. Every chorpus is a gwompus. Every wumpus is a rorpus. Every felpus is a gwompus. Every zhorpus is a rompus. Every wumpus is a gerpus. Every bompus is a felpus. Every worpus is a zhorpus. Every zhorpus is a hilpus. Every felpus is a worpus. Every kerpus is a timpus. Every tumpus is a bompus. Eva is a rorpus. Eva is a grimpus. Every tumpus is a kerpus. Every hilpus is a chorpus. Every worpus is a hilpus. Every worpus is a rompus. Is Bob a lorpus or vumpus?,Bob is a vumpus.,"[""Bob is a tumpus."", ""Every tumpus is a kerpus."", ""Every kerpus is a timpus."", ""Every timpus is a vumpus.""]",4,1,22,test
Every impus is a jompus. Every bompus is a shumpus. Every bompus is a gorpus. Every boompus is a tumpus. Every storpus is a sterpus. Every impus is a worpus. Every dumpus is a gwompus. Fae is a wumpus. Fae is a chorpus. Every wumpus is a sterpus. Every bompus is a worpus. Every impus is a bompus. Every vumpus is a felpus. Fae is a yimpus. Every fompus is a tumpus. Fae is a yerpus. Wren is a tumpus. Every bompus is a fompus. Every jompus is a tumpus. Every jompus is a boompus. Every yerpus is a sterpus. Every timpus is a terpus. Max is a shumpus. Every rempus is a gwompus. Every storpus is a dumpus. Every tumpus is a gorpus. Every bompus is a tumpus. Every sterpus is a vumpus. Every impus is a tumpus. Every wumpus is a storpus. Every vumpus is a yimpus. Every wumpus is a rempus. Every dumpus is a felpus. Fae is a shumpus. Wren is a lempus. Every worpus is a tumpus. Every yerpus is a storpus. Every storpus is a timpus. Every yerpus is a wumpus. Every vumpus is a timpus. Wren is a impus. Every storpus is a yimpus. Is Fae a terpus or lempus?,Fae is a terpus.,"[""Fae is a yerpus."", ""Every yerpus is a storpus."", ""Every storpus is a timpus."", ""Every timpus is a terpus.""]",4,1,25,test
Rex is a rompus. Every timpus is a zumpus. Every quimpus is a sterpus. Every felpus is a rempus. Every vumpus is a felpus. Every hilpus is a zumpus. Every vumpus is a jelpus. Every scrompus is a rompus. Every rempus is a worpus. Rex is a scrompus. Every bompus is a chorpus. Every felpus is a bompus. Every scrompus is a vumpus. Every jelpus is a yimpus. Every zumpus is a rorpus. Every rempus is a jelpus. Every yerpus is a zumpus. Sam is a hilpus. Sally is a terpus. Every hilpus is a quimpus. Every quimpus is a timpus. Every vumpus is a yimpus. Every yerpus is a grimpus. Every bompus is a rempus. Every worpus is a terpus. Every rompus is a bompus. Every bompus is a jelpus. Every rempus is a yimpus. Every rompus is a felpus. Every vumpus is a worpus. Every quimpus is a yerpus. Every timpus is a dumpus. Every felpus is a yimpus. Every rorpus is a grimpus. Every rorpus is a lorpus. Every dumpus is a sterpus. Every scrompus is a felpus. Every rompus is a chorpus. Is Rex a terpus or lorpus?,Rex is a terpus.,"[""Rex is a scrompus."", ""Every scrompus is a vumpus."", ""Every vumpus is a worpus."", ""Every worpus is a terpus.""]",4,1,23,test
Gabriel is a numpus. Every grimpus is a hilpus. Gabriel is a hilpus. Every jompus is a rempus. Every vumpus is a gerpus. Every jompus is a storpus. Every grimpus is a rorpus. Every quimpus is a chorpus. Gabriel is a grimpus. Every quimpus is a rompus. Every gorpus is a kerpus. Every grimpus is a dumpus. Every rempus is a jelpus. Jack is a felpus. Bob is a wumpus. Every numpus is a dumpus. Jack is a gorpus. Every quimpus is a felpus. Every grimpus is a jelpus. Every fompus is a vumpus. Jack is a jompus. Every jompus is a vumpus. Every grimpus is a numpus. Every fompus is a gorpus. Every rempus is a felpus. Every chorpus is a brimpus. Jack is a rempus. Every grimpus is a storpus. Every rempus is a quimpus. Every hilpus is a dumpus. Every rempus is a fompus. Every rempus is a vumpus. Every brimpus is a gerpus. Every jompus is a fompus. Every jompus is a jelpus. Every fompus is a chorpus. Every jompus is a chorpus. Is Jack a rorpus or rompus?,Jack is a rompus.,"[""Jack is a rempus."", ""Every rempus is a quimpus."", ""Every quimpus is a rompus.""]",3,1,19,test
Every rompus is a boompus. Every tumpus is a timpus. Every yerpus is a rompus. Every zumpus is a wumpus. Every bompus is a scrompus. Fae is a terpus. Jack is a kerpus. Every gorpus is a tumpus. Every zumpus is a brimpus. Every timpus is a terpus. Jack is a lempus. Fae is a gorpus. Every hilpus is a sterpus. Every sterpus is a scrompus. Every kerpus is a boompus. Every hilpus is a rorpus. Every lorpus is a jompus. Every yerpus is a numpus. Fae is a timpus. Every dumpus is a vumpus. Every yerpus is a impus. Every yerpus is a hilpus. Every rompus is a impus. Every gorpus is a timpus. Every vumpus is a wumpus. Every rorpus is a numpus. Every vumpus is a lorpus. Fae is a tumpus. Every timpus is a dumpus. Every lorpus is a zumpus. Every impus is a bompus. Every rorpus is a bompus. Every brimpus is a wumpus. Every kerpus is a numpus. Every lempus is a yerpus. Every lorpus is a wumpus. Every gorpus is a dumpus. Every hilpus is a bompus. Every lorpus is a brimpus. Every terpus is a brimpus. Every rorpus is a impus. Every lempus is a kerpus. Is Jack a scrompus or jompus?,Jack is a scrompus.,"[""Jack is a lempus."", ""Every lempus is a yerpus."", ""Every yerpus is a impus."", ""Every impus is a bompus."", ""Every bompus is a scrompus.""]",5,1,24,test
Every rorpus is a brimpus. Every kerpus is a sterpus. Every gwompus is a timpus. Gabriel is a rorpus. Every rorpus is a quimpus. Every storpus is a grimpus. Gabriel is a jelpus. Every timpus is a shumpus. Every kerpus is a quimpus. Every lempus is a quimpus. Fae is a storpus. Every quimpus is a brimpus. Every impus is a rompus. Every vumpus is a felpus. Every lempus is a lorpus. Every rorpus is a kerpus. Every gorpus is a wumpus. Every gorpus is a zumpus. Every shumpus is a zumpus. Every storpus is a timpus. Gabriel is a quimpus. Every rorpus is a jelpus. Every impus is a felpus. Every gwompus is a storpus. Every rompus is a wumpus. Every quimpus is a jelpus. Fae is a vumpus. Gabriel is a lempus. Every felpus is a gorpus. Gabriel is a kerpus. Fae is a impus. Every quimpus is a lorpus. Fae is a shumpus. Every impus is a grimpus. Every rompus is a worpus. Every rompus is a shumpus. Every brimpus is a yimpus. Every lorpus is a yimpus. Every rorpus is a lorpus. Every lempus is a jelpus. Every gwompus is a vumpus. Every storpus is a vumpus. Fae is a gwompus. Gabriel is a brimpus. Every storpus is a wumpus. Every lempus is a kerpus. Gabriel is a lorpus. Every rorpus is a yimpus. Every quimpus is a yimpus. Every lorpus is a sterpus. Every lempus is a rorpus. Every timpus is a zumpus. Every grimpus is a shumpus. Is Fae a worpus or yimpus?,Fae is a worpus.,"[""Fae is a impus."", ""Every impus is a rompus."", ""Every rompus is a worpus.""]",3,1,22,test
Every yimpus is a bompus. Every numpus is a timpus. Every fompus is a zhorpus. Every numpus is a quimpus. Every wumpus is a yumpus. Every numpus is a dumpus. Every yumpus is a gwompus. Every yumpus is a sterpus. Every yumpus is a rompus. Every quimpus is a terpus. Every yimpus is a timpus. Every terpus is a zhorpus. Every gerpus is a vumpus. Every quimpus is a timpus. Every jompus is a lempus. Every wumpus is a gwompus. Every zhorpus is a vumpus. Every bompus is a zhorpus. Every fompus is a timpus. Every fompus is a yimpus. Every quimpus is a fompus. Every terpus is a vumpus. Every sterpus is a jompus. Every fompus is a gerpus. Every dumpus is a zumpus. Every gerpus is a timpus. Every fompus is a terpus. Stella is a numpus. Every wumpus is a rorpus. Every quimpus is a zhorpus. Every rorpus is a shumpus. Every sterpus is a gwompus. Every quimpus is a gerpus. Every sterpus is a rorpus. Every yumpus is a lempus. Sally is a wumpus. Is Stella a vumpus or lempus?,Stella is a vumpus.,"[""Stella is a numpus."", ""Every numpus is a quimpus."", ""Every quimpus is a terpus."", ""Every terpus is a vumpus.""]",4,0,21,test
Every storpus is a yumpus. Every zumpus is a felpus. Every chorpus is a quimpus. Every scrompus is a boompus. Every grimpus is a kerpus. Alex is a yerpus. Every jompus is a chorpus. Alex is a sterpus. Eva is a scrompus. Every grimpus is a gwompus. Every lempus is a zhorpus. Every scrompus is a grimpus. Every yerpus is a numpus. Every timpus is a yimpus. Every chorpus is a yimpus. Every timpus is a boompus. Every numpus is a terpus. Every zhorpus is a storpus. Every scrompus is a zumpus. Every sterpus is a jompus. Every sterpus is a yerpus. Every zumpus is a kerpus. Every yerpus is a boompus. Every yimpus is a lempus. Alex is a timpus. Every yimpus is a zhorpus. Eva is a zumpus. Every sterpus is a gorpus. Is Alex a felpus or yumpus?,Alex is a yumpus.,"[""Alex is a timpus."", ""Every timpus is a yimpus."", ""Every yimpus is a zhorpus."", ""Every zhorpus is a storpus."", ""Every storpus is a yumpus.""]",5,0,21,test
Every gerpus is a numpus. Every lorpus is a fompus. Every lorpus is a grimpus. Every lorpus is a rompus. Every yumpus is a chorpus. Every bompus is a yumpus. Every yimpus is a impus. Every yumpus is a zhorpus. Polly is a impus. Every kerpus is a bompus. Every kerpus is a boompus. Stella is a kerpus. Every yimpus is a lempus. Every yimpus is a hilpus. Every scrompus is a yimpus. Polly is a gerpus. Every grimpus is a dumpus. Every bompus is a rompus. Every lorpus is a zhorpus. Polly is a numpus. Every bompus is a grimpus. Every bompus is a sterpus. Every numpus is a shumpus. Every sterpus is a fompus. Every lorpus is a dumpus. Every sterpus is a lorpus. Every kerpus is a rompus. Polly is a scrompus. Every fompus is a zhorpus. Every scrompus is a numpus. Every sterpus is a jelpus. Every gerpus is a scrompus. Every numpus is a yimpus. Every gerpus is a hilpus. Every bompus is a lorpus. Every kerpus is a sterpus. Every fompus is a chorpus. Stella is a dumpus. Every gerpus is a yimpus. Polly is a boompus. Every jelpus is a zhorpus. Is Stella a hilpus or zhorpus?,Stella is a zhorpus.,"[""Stella is a kerpus."", ""Every kerpus is a bompus."", ""Every bompus is a lorpus."", ""Every lorpus is a zhorpus.""]",4,1,21,test
Every numpus is a worpus. Every numpus is a rempus. Every numpus is a gerpus. Every worpus is a sterpus. Every timpus is a brimpus. Every kerpus is a chorpus. Every timpus is a quimpus. Every bompus is a yimpus. Every bompus is a yerpus. Every bompus is a lorpus. Every storpus is a timpus. Stella is a kerpus. Every chorpus is a timpus. Every rompus is a storpus. Every rompus is a chorpus. Every lorpus is a yerpus. Every kerpus is a storpus. Every rompus is a brimpus. Alex is a lorpus. Every chorpus is a quimpus. Every rempus is a lorpus. Every yimpus is a gerpus. Every bompus is a worpus. Every yerpus is a gerpus. Every rompus is a zumpus. Every bompus is a numpus. Every sterpus is a gerpus. Every kerpus is a rompus. Alex is a gerpus. Alex is a bompus. Every rempus is a yerpus. Every rempus is a gerpus. Is Stella a gerpus or zumpus?,Stella is a zumpus.,"[""Stella is a kerpus."", ""Every kerpus is a rompus."", ""Every rompus is a zumpus.""]",3,0,16,test
Every jelpus is a sterpus. Every chorpus is a boompus. Every dumpus is a impus. Every jelpus is a jompus. Every wumpus is a yimpus. Every wumpus is a jompus. Every sterpus is a yumpus. Every jelpus is a shumpus. Every wumpus is a yerpus. Every gwompus is a dumpus. Every boompus is a yumpus. Every yimpus is a rempus. Every wumpus is a kerpus. Every yerpus is a lempus. Every gwompus is a impus. Every lorpus is a kerpus. Every sterpus is a terpus. Every vumpus is a grimpus. Every yerpus is a worpus. Every yerpus is a rempus. Sam is a lempus. Every gwompus is a chorpus. Every yerpus is a lorpus. Every vumpus is a timpus. Every gwompus is a boompus. Every worpus is a gerpus. Sally is a wumpus. Every yumpus is a grimpus. Every worpus is a yimpus. Alex is a jelpus. Every jelpus is a gwompus. Every boompus is a impus. Every shumpus is a impus. Alex is a shumpus. Every yumpus is a lempus. Every boompus is a sterpus. Every shumpus is a dumpus. Every lorpus is a worpus. Every lorpus is a yimpus. Every boompus is a vumpus. Is Alex a gerpus or timpus?,Alex is a timpus.,"[""Alex is a jelpus."", ""Every jelpus is a gwompus."", ""Every gwompus is a boompus."", ""Every boompus is a vumpus."", ""Every vumpus is a timpus.""]",5,0,18,test
Every jelpus is a zhorpus. Every fompus is a gerpus. Every rempus is a scrompus. Every yumpus is a fompus. Every felpus is a zhorpus. Every gorpus is a zhorpus. Every yumpus is a rempus. Every yumpus is a shumpus. Every rempus is a worpus. Sam is a felpus. Every scrompus is a wumpus. Every gerpus is a terpus. Every impus is a jelpus. Sam is a impus. Every fompus is a rempus. Every gerpus is a scrompus. Fae is a fompus. Every shumpus is a vumpus. Gabriel is a terpus. Every yumpus is a worpus. Sam is a gorpus. Every hilpus is a fompus. Fae is a hilpus. Every yumpus is a gerpus. Every felpus is a gorpus. Every gorpus is a impus. Every hilpus is a gerpus. Every hilpus is a yumpus. Every hilpus is a tumpus. Wren is a lempus. Every scrompus is a tumpus. Every hilpus is a jompus. Sam is a zhorpus. Every gerpus is a wumpus. Every gerpus is a shumpus. Is Fae a zhorpus or vumpus?,Fae is a vumpus.,"[""Fae is a fompus."", ""Every fompus is a gerpus."", ""Every gerpus is a shumpus."", ""Every shumpus is a vumpus.""]",4,1,18,test
Every hilpus is a storpus. Every rempus is a zumpus. Bob is a grimpus. Davis is a timpus. Bob is a storpus. Bob is a scrompus. Every scrompus is a dumpus. Every gerpus is a rempus. Every chorpus is a zumpus. Every felpus is a yerpus. Every impus is a yumpus. Every fompus is a impus. Every felpus is a yumpus. Every gorpus is a hilpus. Every gorpus is a lorpus. Every gerpus is a terpus. Every lorpus is a dumpus. Every yerpus is a boompus. Every gerpus is a zumpus. Davis is a gerpus. Every gerpus is a fompus. Every wumpus is a gorpus. Every impus is a yerpus. Bob is a gorpus. Every gorpus is a grimpus. Every fompus is a yerpus. Every gerpus is a felpus. Every timpus is a boompus. Every boompus is a rempus. Every wumpus is a grimpus. Every scrompus is a wumpus. Davis is a felpus. Every gerpus is a timpus. Every scrompus is a grimpus. Every chorpus is a yumpus. Every scrompus is a gorpus. Every fompus is a chorpus. Every felpus is a impus. Every zumpus is a quimpus. Is Davis a quimpus or grimpus?,Davis is a quimpus.,"[""Davis is a gerpus."", ""Every gerpus is a zumpus."", ""Every zumpus is a quimpus.""]",3,1,22,test
Every yerpus is a shumpus. Every hilpus is a dumpus. Every terpus is a worpus. Every jelpus is a shumpus. Every yerpus is a sterpus. Every hilpus is a bompus. Every bompus is a quimpus. Every rorpus is a yimpus. Every rorpus is a kerpus. Every hilpus is a jelpus. Bob is a rompus. Every quimpus is a rompus. Every terpus is a vumpus. Jack is a rorpus. Every terpus is a kerpus. Every terpus is a rorpus. Every impus is a grimpus. Polly is a numpus. Every impus is a terpus. Polly is a dumpus. Every numpus is a lempus. Every numpus is a shumpus. Every jelpus is a yerpus. Every vumpus is a yumpus. Every yimpus is a lempus. Every dumpus is a quimpus. Every yimpus is a worpus. Polly is a hilpus. Every impus is a worpus. Every impus is a rorpus. Every jelpus is a grimpus. Every vumpus is a yimpus. Jack is a impus. Every shumpus is a sterpus. Every worpus is a yumpus. Every numpus is a bompus. Is Jack a yumpus or sterpus?,Jack is a yumpus.,"[""Jack is a impus."", ""Every impus is a worpus."", ""Every worpus is a yumpus.""]",3,0,17,test
